start_time,end_time,workflow,workflow_uuid,experiment_type,workers_with_anomaly
1660002923,1660005518,1000genome,280fc298-2106-42ae-b83c-9ae1f58e086b,cpu_2,worker2-container-4-7 worker1-container-4-7 worker2-container-24-27 worker1-container-20-23 worker2-container-8-11
1660005528,1660008624,1000genome,18a88556-ed51-4c1f-9537-da53ef0e10ce,cpu_2,worker2-container-4-7 worker2-container-24-27 worker2-container-8-11 worker1-container-4-7 worker1-container-20-23
1660008646,1660011373,1000genome,1fe942d6-cb9f-4c30-b81c-3563a684c1d1,cpu_2,worker1-container-4-7 worker1-container-20-23 worker2-container-8-11 worker2-container-24-27 worker2-container-4-7
1660011402,1660014264,1000genome,ac407e91-3b81-471e-a82e-85e659f3c40f,cpu_2,worker2-container-4-7 worker2-container-24-27 worker2-container-8-11 worker1-container-4-7 worker1-container-20-23
1660014278,1660017002,1000genome,f1dd8efe-4111-4e0b-8585-2717f451bad0,cpu_2,worker1-container-4-7 worker1-container-20-23 worker2-container-4-7 worker2-container-24-27 worker2-container-8-11
1660017034,1660019946,1000genome,4eaee5a1-9b33-480a-9cc4-f89cf2f1f6c3,cpu_2,worker2-container-4-7 worker1-container-4-7 worker2-container-8-11 worker2-container-24-27 worker1-container-20-23
1660019971,1660022730,1000genome,9c7f8c46-ca2b-40e5-bb5e-d542e0e5aa97,cpu_2,worker1-container-4-7 worker1-container-20-23 worker2-container-8-11 worker2-container-4-7 worker2-container-24-27
1660022757,1660025822,1000genome,c4ef8250-4a22-4171-9de2-fc82dfe2d4ec,cpu_2,worker1-container-4-7 worker2-container-24-27 worker2-container-4-7 worker2-container-8-11 worker1-container-20-23
1660025845,1660028471,1000genome,3e726a67-c00e-400c-b12d-538c097183fd,cpu_2,worker2-container-4-7 worker1-container-4-7 worker2-container-24-27 worker2-container-8-11 worker1-container-20-23
1660028480,1660031201,1000genome,7a807824-30ee-4a1b-9076-6758438ca86b,cpu_2,worker2-container-24-27 worker1-container-4-7 worker1-container-20-23 worker2-container-8-11 worker2-container-4-7
1660031211,1660034013,1000genome,6f46209d-27d9-4b60-9738-4a318060e9f3,cpu_2,worker2-container-24-27 worker1-container-20-23 worker1-container-4-7 worker2-container-8-11 worker2-container-4-7
1660034032,1660036752,1000genome,85ab5bb0-eedd-453c-add4-28565613db0e,cpu_2,worker1-container-4-7 worker2-container-24-27 worker2-container-4-7 worker1-container-20-23 worker2-container-8-11
1660036757,1660039588,1000genome,81d1b26e-a790-420f-86e6-51832ad9984c,cpu_2,worker2-container-24-27 worker1-container-4-7 worker1-container-20-23 worker2-container-4-7 worker2-container-8-11
1660039604,1660042298,1000genome,642e6ce1-822f-4816-974f-cb8001a9a174,cpu_2,worker1-container-4-7 worker2-container-24-27 worker1-container-20-23 worker2-container-4-7 worker2-container-8-11
1660042329,1660045214,1000genome,8e503dd4-3cd9-4334-bb9f-7294c988fd09,cpu_2,worker2-container-4-7 worker1-container-4-7 worker2-container-24-27 worker1-container-20-23 worker2-container-8-11
1660045235,1660048272,1000genome,c98ee17a-0be8-439f-9007-85cd8f336812,cpu_2,worker2-container-24-27 worker1-container-4-7 worker1-container-20-23 worker2-container-4-7 worker2-container-8-11
1660048298,1660050857,1000genome,86a08f2b-bd66-47fb-a81b-2ff2b7b88c7c,cpu_2,worker2-container-24-27 worker1-container-4-7 worker1-container-20-23 worker2-container-8-11 worker2-container-4-7
1660057116,1660059601,1000genome,8a8a53e3-61cf-4347-b439-2fb5b03e33bb,hdd_5,worker2-container-0-3 worker1-container-16-19 worker1-container-28-31 worker1-container-32-35 worker1-container-12-15
1660059630,1660062353,1000genome,6e915b7b-66cc-40ac-bc27-d475b4a7ba31,hdd_5,worker2-container-0-3 worker1-container-12-15 worker1-container-16-19 worker1-container-32-35 worker1-container-28-31
1660062385,1660065507,1000genome,b13a2555-79cb-4fc8-a70c-4ce7762caeb2,hdd_5,worker2-container-0-3 worker1-container-12-15 worker1-container-32-35 worker1-container-28-31 worker1-container-16-19
1660065534,1660068124,1000genome,01c279ca-cc7e-496e-8276-53ae81538935,hdd_5,worker2-container-0-3 worker1-container-32-35 worker1-container-28-31 worker1-container-16-19 worker1-container-12-15
1660068138,1660070863,1000genome,56f0b641-964c-4731-84a5-2c19f8728397,hdd_5,worker2-container-0-3 worker1-container-32-35 worker1-container-16-19 worker1-container-28-31 worker1-container-12-15
1660070894,1660073460,1000genome,663b8445-70ae-4f3b-a2da-07e7ed9bce86,hdd_5,worker2-container-0-3 worker1-container-16-19 worker1-container-12-15 worker1-container-28-31 worker1-container-32-35
1660073474,1660076631,1000genome,fda4202a-abad-4902-9c32-ba9040b1acf5,hdd_5,worker2-container-0-3 worker1-container-32-35 worker1-container-28-31 worker1-container-16-19 worker1-container-12-15
1660076652,1660079320,1000genome,588008f5-113f-4fc0-809f-681824485f4b,hdd_5,worker1-container-16-19 worker2-container-0-3 worker1-container-32-35 worker1-container-12-15 worker1-container-28-31
1660079348,1660082219,1000genome,b7b19010-6f96-4c66-9b2c-2f693b66a833,hdd_5,worker1-container-28-31 worker2-container-0-3 worker1-container-12-15 worker1-container-32-35 worker1-container-16-19
1660082224,1660085222,1000genome,ff277ce1-5e11-4ef5-a079-a9ca0e2ab85d,hdd_5,worker2-container-0-3 worker1-container-32-35 worker1-container-16-19 worker1-container-12-15 worker1-container-28-31
1660085256,1660088061,1000genome,4cfb5a2d-5bbd-4218-997c-019e8bf237da,hdd_5,worker2-container-0-3 worker1-container-16-19 worker1-container-32-35 worker1-container-12-15 worker1-container-28-31
1660088077,1660090824,1000genome,b8d1f89a-a8d6-400a-b4b7-82dc8a54a8ad,hdd_5,worker1-container-32-35 worker2-container-0-3 worker1-container-28-31 worker1-container-16-19 worker1-container-12-15
1660090833,1660093563,1000genome,5f4b52e4-4248-4466-a18f-1cb3ef6fff1d,hdd_5,worker1-container-32-35 worker2-container-0-3 worker1-container-16-19 worker1-container-28-31 worker1-container-12-15
1660093589,1660096348,1000genome,9848bd4f-ce6b-4b46-a8ea-992343382c6c,hdd_5,worker2-container-0-3 worker1-container-32-35 worker1-container-12-15 worker1-container-28-31 worker1-container-16-19
1660096375,1660099027,1000genome,c4699f55-d9bc-42b8-8591-34ccfaf5f32a,hdd_5,worker2-container-0-3 worker1-container-32-35 worker1-container-16-19 worker1-container-28-31 worker1-container-12-15
1660099040,1660101825,1000genome,01855141-05ce-4fd9-ba3b-5e2140fae8da,hdd_5,worker2-container-0-3 worker1-container-12-15 worker1-container-32-35 worker1-container-28-31 worker1-container-16-19
1660101856,1660104631,1000genome,2bab95a4-e7a4-4f3f-91c8-d3aab320e82a,hdd_5,worker2-container-0-3 worker1-container-12-15 worker1-container-16-19 worker1-container-32-35 worker1-container-28-31
1660104642,1660107174,1000genome,eaa78bf6-1218-4769-b8aa-09d378e13ae8,hdd_5,worker1-container-32-35 worker1-container-12-15 worker2-container-0-3 worker1-container-16-19 worker1-container-28-31
1660107186,1660109745,1000genome,5b0ad2a7-778f-4213-b0ab-45f1d6182c05,hdd_5,worker2-container-0-3 worker1-container-12-15 worker1-container-16-19 worker1-container-32-35 worker1-container-28-31
1660109761,1660112538,1000genome,a322ebd7-8817-43a9-9fda-2125cbd94bd1,hdd_5,worker2-container-0-3 worker1-container-32-35 worker1-container-16-19 worker1-container-12-15 worker1-container-28-31
1660112546,1660115088,1000genome,374ed630-913b-42e5-80de-cda3b4062045,hdd_5,worker2-container-0-3 worker1-container-16-19 worker1-container-12-15 worker1-container-28-31 worker1-container-32-35
1660115091,1660117543,1000genome,946a0320-e6a9-4738-bb6a-4d00ca4b943d,hdd_5,worker1-container-16-19 worker1-container-32-35 worker1-container-12-15 worker1-container-28-31 worker2-container-0-3
1660117575,1660120260,1000genome,6e9e6913-7b47-4e58-9e8a-5d29cb773349,hdd_5,worker2-container-0-3 worker1-container-32-35 worker1-container-16-19 worker1-container-28-31 worker1-container-12-15
1660120270,1660123720,1000genome,65aa37e8-fed8-48ea-b79d-dcb3b50cd409,hdd_5,worker2-container-0-3 worker1-container-32-35 worker1-container-16-19 worker1-container-28-31 worker1-container-12-15
1660123750,1660126430,1000genome,a4ceaca2-b1b2-4172-9760-08dd1c3fc926,hdd_5,worker1-container-32-35 worker2-container-0-3 worker1-container-16-19 worker1-container-12-15 worker1-container-28-31
1660895052,1660898682,1000genome,4037ea41-e71b-4bd8-abf5-e0df77fd8aae,hdd_5,worker2-container-36-39 worker2-container-32-35 worker2-container-12-15 worker1-container-8-11 worker1-container-12-15
1660898716,1660901820,1000genome,5d9f9b84-0e7e-41f1-a1ed-a627aa051cbc,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker1-container-8-11 worker2-container-36-39
1660901841,1660905060,1000genome,684532db-d754-4898-8307-f31b07a6f3d8,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker1-container-8-11 worker2-container-36-39
1660905082,1660908146,1000genome,28bd3b7e-04dc-4484-b623-fc828898da0b,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker1-container-8-11 worker2-container-36-39
1660908171,1660911590,1000genome,58d61fe6-22f0-4cb2-ba50-d8f8398a8ed7,hdd_5,worker2-container-36-39 worker2-container-32-35 worker2-container-12-15 worker1-container-8-11 worker1-container-12-15
1660911598,1660915276,1000genome,a8194d23-f4e2-408d-8f76-05487769bbf2,hdd_5,worker2-container-12-15 worker1-container-8-11 worker2-container-36-39 worker1-container-12-15 worker2-container-32-35
1660915292,1660918558,1000genome,4863b7d7-20dd-444f-a5b0-121e3032befd,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-8-11 worker2-container-36-39 worker1-container-12-15
1660918594,1660921738,1000genome,eaf6d290-5bc1-4e36-a916-dee375d891f8,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker1-container-8-11 worker2-container-36-39
1660921774,1660924978,1000genome,358547b1-0683-4b93-be55-70d16b029c20,hdd_5,worker1-container-12-15 worker2-container-32-35 worker2-container-12-15 worker1-container-8-11 worker2-container-36-39
1660925015,1660928170,1000genome,53adda2e-b863-46c2-8b85-9710efc48c1c,hdd_5,worker2-container-12-15 worker2-container-36-39 worker1-container-12-15 worker2-container-32-35 worker1-container-8-11
1660928195,1660931250,1000genome,976ce33a-efd5-49d1-b059-567e73e4a469,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-8-11 worker2-container-36-39 worker1-container-12-15
1660931284,1660934936,1000genome,06aff83f-4de3-48a3-a1ed-9f16611dd320,hdd_5,worker2-container-12-15 worker2-container-32-35 worker1-container-8-11 worker2-container-36-39 worker1-container-12-15
1660934953,1660938179,1000genome,7db7e5ee-3881-4884-8c8e-16215da767db,hdd_5,worker2-container-36-39 worker2-container-32-35 worker1-container-12-15 worker2-container-12-15 worker1-container-8-11
1660938194,1660941597,1000genome,2f5587bf-9215-45f1-a260-fa065374326a,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker1-container-8-11 worker2-container-36-39
1660941616,1660945007,1000genome,434bc5bb-2e13-4bab-88af-edba5fcc5257,hdd_5,worker2-container-32-35 worker2-container-36-39 worker2-container-12-15 worker1-container-12-15 worker1-container-8-11
1660945038,1660948273,1000genome,b7d291fe-7c10-454e-a24d-dda08bd3d9ab,hdd_5,worker2-container-12-15 worker2-container-32-35 worker1-container-8-11 worker2-container-36-39 worker1-container-12-15
1660948309,1660951413,1000genome,d62b601a-82d5-42c6-93bb-f0cf3b67e9a4,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker1-container-8-11 worker2-container-36-39
1660951429,1660954485,1000genome,9c0e5b34-0275-4e10-8684-ad0b49d341e8,hdd_5,worker2-container-12-15 worker2-container-32-35 worker2-container-36-39 worker1-container-8-11 worker1-container-12-15
1660954518,1660957538,1000genome,d6162c5e-7c60-4d1e-8cf6-0e85ac5532ab,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker2-container-36-39 worker1-container-8-11
1660957547,1660960746,1000genome,b0a602e1-2592-41e4-a46d-2b8a66966d57,hdd_5,worker2-container-12-15 worker2-container-32-35 worker1-container-8-11 worker2-container-36-39 worker1-container-12-15
1660960762,1660964118,1000genome,43a08527-961f-473a-aab0-52f9023885bf,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker1-container-8-11 worker2-container-36-39
1660964153,1660967711,1000genome,1562c7f4-e0f3-4dd8-b006-c3e2493145e7,hdd_5,worker2-container-12-15 worker2-container-32-35 worker2-container-36-39 worker1-container-8-11 worker1-container-12-15
1660967727,1660970825,1000genome,14b7db2f-dd7b-4c5c-b060-3d527b4698b8,hdd_5,worker2-container-36-39 worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker1-container-8-11
1660970846,1660974044,1000genome,d1c03530-e365-44d8-b442-6d24c16c3652,hdd_5,worker2-container-32-35 worker2-container-12-15 worker1-container-12-15 worker2-container-36-39 worker1-container-8-11
1660974061,1660977212,1000genome,a53f5035-cf69-4edb-93e7-678ed16440ee,hdd_5,worker2-container-12-15 worker1-container-8-11 worker2-container-36-39 worker2-container-32-35 worker1-container-12-15
1661002528,1661006561,1000genome,3ed087af-b8c5-4dd6-a635-c2dae43d2013,cpu_3,worker2-container-28-31 worker1-container-4-7 worker1-container-36-39 worker1-container-28-31 worker1-container-20-23
1661006583,1661010786,1000genome,b786fffd-79ed-45cb-94ce-413d6d5538e0,cpu_3,worker1-container-28-31 worker1-container-36-39 worker2-container-28-31 worker1-container-4-7 worker1-container-20-23
1661010795,1661014869,1000genome,7024a6d1-0585-43cf-8e62-53708c01c395,cpu_3,worker1-container-4-7 worker1-container-28-31 worker1-container-20-23 worker2-container-28-31 worker1-container-36-39
1661014911,1661019029,1000genome,e319009c-7ca9-4241-8f6b-bed745e739bb,cpu_3,worker1-container-28-31 worker1-container-20-23 worker1-container-36-39 worker2-container-28-31 worker1-container-4-7
1661019058,1661023211,1000genome,b3206c27-7c6f-410a-81cf-da8553ef7d81,cpu_3,worker1-container-36-39 worker1-container-28-31 worker1-container-4-7 worker1-container-20-23 worker2-container-28-31
1661023234,1661027414,1000genome,b94bb28b-da73-455f-b650-adf84403ef00,cpu_3,worker1-container-28-31 worker1-container-4-7 worker1-container-20-23 worker2-container-28-31 worker1-container-36-39
1661027446,1661031494,1000genome,b9068cf9-3c8c-4046-84e3-f9ecbfbece8f,cpu_3,worker1-container-28-31 worker1-container-20-23 worker1-container-4-7 worker2-container-28-31 worker1-container-36-39
1661031531,1661035414,1000genome,797882fa-5a0f-4dbe-ae4a-936fc095129a,cpu_3,worker1-container-28-31 worker1-container-36-39 worker2-container-28-31 worker1-container-20-23 worker1-container-4-7
1661035436,1661039589,1000genome,8e2d2926-7357-4657-a06d-71c61e7f90d0,cpu_3,worker1-container-28-31 worker1-container-20-23 worker1-container-36-39 worker1-container-4-7 worker2-container-28-31
1661039613,1661043796,1000genome,68585641-3c04-48ef-b625-cc440217b0e6,cpu_3,worker1-container-36-39 worker2-container-28-31 worker1-container-20-23 worker1-container-28-31 worker1-container-4-7
1661043820,1661047800,1000genome,41f11daf-d811-4602-b6b6-555698b8caf5,cpu_3,worker1-container-28-31 worker1-container-36-39 worker1-container-4-7 worker1-container-20-23 worker2-container-28-31
1661047825,1661051864,1000genome,dd2e6f8d-96ca-4938-906f-7496f6b0f9ac,cpu_3,worker1-container-28-31 worker1-container-36-39 worker1-container-20-23 worker1-container-4-7 worker2-container-28-31
1661051886,1661055757,1000genome,81af812e-3df3-4249-92ed-38df71fa8898,cpu_3,worker1-container-4-7 worker1-container-20-23 worker1-container-36-39 worker2-container-28-31 worker1-container-28-31
1661055790,1661059786,1000genome,41b7bc55-b79c-471e-9d60-bc24f836a152,cpu_3,worker1-container-28-31 worker1-container-20-23 worker1-container-4-7 worker2-container-28-31 worker1-container-36-39
1661059791,1661064163,1000genome,9b261607-1c5f-4d22-a823-6a0f0ac80a00,cpu_3,worker1-container-28-31 worker1-container-36-39 worker1-container-20-23 worker2-container-28-31 worker1-container-4-7
1661064178,1661068174,1000genome,11bd750c-55cd-43d8-a954-5ecffeb8b2f1,cpu_3,worker1-container-28-31 worker1-container-36-39 worker1-container-20-23 worker2-container-28-31 worker1-container-4-7
1661068204,1661072199,1000genome,030ae383-786a-4ae5-9e1c-aac0ab8ee309,cpu_3,worker1-container-28-31 worker1-container-20-23 worker1-container-4-7 worker1-container-36-39 worker2-container-28-31
1661072229,1661076071,1000genome,8edaa0ae-0d31-493b-ba74-ca39bd2a0318,cpu_3,worker1-container-28-31 worker1-container-36-39 worker2-container-28-31 worker1-container-4-7 worker1-container-20-23
1661076104,1661079963,1000genome,d735ec66-aef5-452a-8a37-b1983487c6f7,cpu_3,worker1-container-28-31 worker1-container-36-39 worker2-container-28-31 worker1-container-4-7 worker1-container-20-23
1661079983,1661083983,1000genome,145527fb-e2b8-48a0-ac05-b35eef380b75,cpu_3,worker1-container-28-31 worker1-container-36-39 worker1-container-20-23 worker2-container-28-31 worker1-container-4-7
1661084013,1661087883,1000genome,0685cb2d-85d7-4b10-a485-3352ef1b0da7,cpu_3,worker1-container-28-31 worker1-container-36-39 worker2-container-28-31 worker1-container-4-7 worker1-container-20-23
1661087918,1661092071,1000genome,529cbc1f-4867-4f97-9a04-02a0bc3da133,cpu_3,worker1-container-28-31 worker1-container-36-39 worker1-container-20-23 worker1-container-4-7 worker2-container-28-31
1661092095,1661096273,1000genome,49e9d9ac-f853-4e86-8393-c18e458d8924,cpu_3,worker1-container-28-31 worker1-container-36-39 worker1-container-4-7 worker1-container-20-23 worker2-container-28-31
1661096301,1661100306,1000genome,525a16d2-98d0-4404-a64a-cb54508c6a5d,cpu_3,worker1-container-28-31 worker1-container-4-7 worker1-container-20-23 worker2-container-28-31 worker1-container-36-39
1661100327,1661104346,1000genome,1620af0a-3d63-481e-90bd-ca58c7d28b1c,cpu_3,worker1-container-4-7 worker1-container-28-31 worker2-container-28-31 worker1-container-20-23 worker1-container-36-39
1662149249,1662153661,1000genome,61261e95-d57c-4365-a295-eb475d96c2c4,hdd_5,worker1-container-4-7 worker2-container-8-11 worker2-container-4-7 worker1-container-36-39 worker2-container-32-35 worker1-container-20-23 worker2-container-16-19 worker1-container-28-31 worker1-container-12-15 worker1-container-8-11
1662153675,1662157664,1000genome,fa8d3bc4-687f-4146-9e6f-14a3eeffd5c2,hdd_5,worker2-container-8-11 worker2-container-16-19 worker2-container-4-7 worker1-container-12-15 worker2-container-32-35 worker1-container-8-11 worker1-container-36-39 worker1-container-20-23 worker1-container-28-31 worker1-container-4-7
1662157677,1662161321,1000genome,6ef901f3-b35b-4b63-8bc5-e5dde084bbc9,hdd_5,worker1-container-28-31 worker1-container-4-7 worker2-container-8-11 worker2-container-4-7 worker1-container-36-39 worker1-container-20-23 worker1-container-8-11 worker2-container-16-19 worker1-container-12-15 worker2-container-32-35
1662161347,1662164788,1000genome,ed128aed-eec8-405b-b245-faf12e305bc5,hdd_5,worker1-container-28-31 worker2-container-8-11 worker1-container-8-11 worker1-container-36-39 worker2-container-16-19 worker2-container-32-35 worker1-container-20-23 worker1-container-4-7 worker1-container-12-15 worker2-container-4-7
1662164805,1662169257,1000genome,2049d422-ca7d-43ef-9c29-ca89b689775e,hdd_5,worker1-container-36-39 worker2-container-16-19 worker1-container-28-31 worker1-container-8-11 worker1-container-12-15 worker2-container-4-7 worker2-container-32-35 worker1-container-4-7 worker1-container-20-23 worker2-container-8-11
1662169286,1662173209,1000genome,c8e4a872-8525-4399-ac71-182eb1890cd3,hdd_5,worker1-container-12-15 worker2-container-16-19 worker1-container-8-11 worker2-container-8-11 worker2-container-4-7 worker1-container-20-23 worker2-container-32-35 worker1-container-28-31 worker1-container-4-7 worker1-container-36-39
1662173223,1662176927,1000genome,3e903624-fa2c-4757-81b0-7f3014c35ff0,hdd_5,worker2-container-16-19 worker1-container-4-7 worker2-container-8-11 worker1-container-36-39 worker2-container-4-7 worker1-container-12-15 worker1-container-20-23 worker1-container-28-31 worker1-container-8-11 worker2-container-32-35
1662176953,1662181284,1000genome,92b8ce5f-fd7f-4a61-95c1-9bafacb75579,hdd_5,worker2-container-8-11 worker1-container-12-15 worker1-container-28-31 worker2-container-4-7 worker1-container-20-23 worker2-container-16-19 worker1-container-4-7 worker2-container-32-35 worker1-container-8-11 worker1-container-36-39
1662181319,1662185189,1000genome,79db65e6-9e61-4a1e-82de-96e6ba678092,hdd_5,worker1-container-20-23 worker1-container-4-7 worker1-container-12-15 worker2-container-8-11 worker1-container-36-39 worker1-container-28-31 worker2-container-16-19 worker2-container-32-35 worker1-container-8-11 worker2-container-4-7
1662185200,1662189554,1000genome,a22103b3-7317-4dd2-877e-712f66689ac7,hdd_5,worker1-container-12-15 worker1-container-8-11 worker2-container-8-11 worker2-container-4-7 worker1-container-36-39 worker2-container-16-19 worker2-container-32-35 worker1-container-20-23 worker1-container-28-31 worker1-container-4-7
1662189570,1662193416,1000genome,03c35622-16ba-4fd9-9163-e196c8fd7a81,hdd_5,worker1-container-8-11 worker1-container-12-15 worker2-container-8-11 worker2-container-4-7 worker2-container-32-35 worker1-container-4-7 worker1-container-20-23 worker2-container-16-19 worker1-container-28-31 worker1-container-36-39
1662193422,1662196936,1000genome,7ab12c3a-a708-4012-a001-06e264ec199d,hdd_5,worker1-container-12-15 worker2-container-16-19 worker1-container-4-7 worker1-container-36-39 worker2-container-8-11 worker2-container-4-7 worker2-container-32-35 worker1-container-20-23 worker1-container-28-31 worker1-container-8-11
